product_id,sku,product_name,category,subcategory,brand,unit_price,unit_cost,active_flag
P00275,SKU-000275,Veniam Haircare,Beauty,Haircare,Webb PLC,7.22,4.13,True
P00276,SKU-000276,Temporibus Footwear,Clothing,Footwear,Buckley Group,16.22,11.21,True
P00277,SKU-000277,Fuga Fresh Produce,Grocery,Fresh Produce,"Green, Sanders and Begum",2.06,1.08,True
P00278,SKU-000278,Assumenda Furniture,Home,Furniture,Hill PLC,42.79,27.15,True
P00279,SKU-000279,Quia Sportswear,Sports,Sportswear,Hayes LLC,76.14,55.78,True
P00280,SKU-000280,Consectetur Sportswear,Sports,Sportswear,"Edwards, Watkins and Holland",69.27,47.92,True
P00281,SKU-000281,Tempore Fitness,Sports,Fitness,Wood Ltd,67.51,33.96,True
P00282,SKU-000282,Ipsum Accessories,Electronics,Accessories,Noble-King,179.58,137.59,True
P00283,SKU-000283,Animi Menswear,Clothing,Menswear,Jones Inc,35.94,17.64,True
P00284,SKU-000284,Molestiae Fitness,Sports,Fitness,Patel-Jackson,28.82,16.89,True
P00285,SKU-000285,Perspiciatis Fresh Produce,Grocery,Fresh Produce,Harvey-Holmes,8.96,4.42,True
P00286,SKU-000286,Eius Haircare,Beauty,Haircare,Cole PLC,33.55,27.55,True
P00287,SKU-000287,Earum Footwear,Clothing,Footwear,Johnson Ltd,41.18,27.75,True
P00288,SKU-000288,Fugit Snacks,Grocery,Snacks,Ward-Kirk,4.56,2.97,True
P00289,SKU-000289,Veritatis Sportswear,Sports,Sportswear,Adams Group,52.43,36.09,True
P00290,SKU-000290,Non Lighting,Home,Lighting,"Bird, Stephenson and Hunter",150.34,117.39,True
P00291,SKU-000291,Laudantium Bedding,Home,Bedding,"Chapman, Begum and Davies",90.05,48.66,True
P00292,SKU-000292,Consequatur Footwear,Clothing,Footwear,"Hill, Akhtar and Moore",26.14,12.2,True
P00293,SKU-000293,Occaecati Fragrance,Beauty,Fragrance,Douglas Group,86.95,52.96,True
P00294,SKU-000294,Atque Drinks,Grocery,Drinks,"Fraser, Hughes and Stewart",7.46,4.67,True
P00295,SKU-000295,Deserunt Skincare,Beauty,Skincare,Parker-Brown,16.7,7.82,True
P00296,SKU-000296,Veritatis Outdoor,Sports,Outdoor,"Riley, Morgan and Austin",36.77,21.35,True
P00297,SKU-000297,Animi Menswear,Clothing,Menswear,Cook Ltd,22.33,10.74,True
P00298,SKU-000298,Cumque Haircare,Beauty,Haircare,"Newman, Spencer and Smith",23.5,11.17,True
P00299,SKU-000299,Maxime Snacks,Grocery,Snacks,Abbott Group,5.46,3.02,True
P00300,SKU-000300,Rem Ambient Foods,Grocery,Ambient Foods,Ball Group,1.57,1.0,True
P00301,SKU-000301,Non Lighting,Home,Lighting,Atkinson-Whitehead,87.37,72.16,True
P00302,SKU-000302,Distinctio Cosmetics,Beauty,Cosmetics,Watson-Allen,23.46,12.91,True
P00303,SKU-000303,Ipsum Accessories,Clothing,Accessories,Morris PLC,61.33,51.09,True
P00304,SKU-000304,Dignissimos Bedding,Home,Bedding,Wright LLC,25.63,11.83,True
P00305,SKU-000305,Possimus Accessories,Electronics,Accessories,Sykes-Brown,272.27,147.33,True
P00306,SKU-000306,Adipisci Smart Home,Electronics,Smart Home,"Bray, Moore and Lambert",488.15,356.37,True
P00307,SKU-000307,Perferendis Skincare,Beauty,Skincare,"Harrison, Patel and Jackson",17.65,10.97,True
P00308,SKU-000308,Natus Bedding,Home,Bedding,Mitchell Group,77.88,55.36,True
P00309,SKU-000309,Deserunt Running,Sports,Running,"Smith, Taylor and Ellis",6.88,4.01,True
P00310,SKU-000310,Optio Fitness,Sports,Fitness,Robinson and Sons,141.74,83.12,True
P00311,SKU-000311,Magnam Haircare,Beauty,Haircare,"Smith, Parker and Barnes",24.88,12.92,True
P00312,SKU-000312,Autem Haircare,Beauty,Haircare,Warren-Phillips,13.75,7.33,True
P00313,SKU-000313,Harum Furniture,Home,Furniture,"Douglas, King and Norris",137.87,71.61,True
P00314,SKU-000314,Laborum Accessories,Clothing,Accessories,Thompson Ltd,20.91,11.28,True
P00315,SKU-000315,Adipisci Outdoor,Sports,Outdoor,Parkes-Townsend,198.86,109.89,True
P00316,SKU-000316,Aliquid Snacks,Grocery,Snacks,"Chapman, Dickinson and Charlton",5.74,2.75,True
P00317,SKU-000317,Ut Cosmetics,Beauty,Cosmetics,"Goodwin, Garner and Robertson",15.8,11.14,True
P00318,SKU-000318,Maxime Sportswear,Sports,Sportswear,Shaw-Edwards,131.4,90.73,True
P00319,SKU-000319,Necessitatibus Fitness,Sports,Fitness,Coleman-Clark,66.0,43.49,True
P00320,SKU-000320,Quibusdam Headphones,Electronics,Headphones,Dawson Inc,104.67,64.67,True
P00321,SKU-000321,Eveniet Cosmetics,Beauty,Cosmetics,Wood-Matthews,30.23,23.03,True
P00322,SKU-000322,Minus Drinks,Grocery,Drinks,"Thomas, Bailey and James",7.1,3.93,True
P00323,SKU-000323,Esse Laptops,Electronics,Laptops,Archer and Sons,114.01,58.88,True
P00324,SKU-000324,Maxime Accessories,Clothing,Accessories,Burton-Wilson,62.48,32.37,True
P00325,SKU-000325,Sed Fitness,Sports,Fitness,Carter Inc,56.62,43.66,True
P00326,SKU-000326,Autem Drinks,Grocery,Drinks,"White, Lee and Cole",8.22,5.95,True
P00327,SKU-000327,Voluptatibus Headphones,Electronics,Headphones,Robinson-Tucker,148.99,124.01,True
P00328,SKU-000328,Molestiae Ambient Foods,Grocery,Ambient Foods,Pugh LLC,3.74,2.5,True
P00329,SKU-000329,Nemo Womenswear,Clothing,Womenswear,Robertson-Morris,13.99,9.63,True
P00330,SKU-000330,Culpa Bedding,Home,Bedding,"Cooke, Robinson and Taylor",79.19,40.12,True
P00331,SKU-000331,Hic Headphones,Electronics,Headphones,"Harrison, Smith and Walsh",267.73,206.1,True
P00332,SKU-000332,Delectus Fitness,Sports,Fitness,"Lawrence, Griffin and Ross",138.73,117.32,True
P00333,SKU-000333,Quo Outdoor,Sports,Outdoor,Scott-Patel,62.99,41.61,True
P00334,SKU-000334,Velit Snacks,Grocery,Snacks,"Watkins, Wilson and Jones",5.29,3.62,True
P00335,SKU-000335,Ducimus Womenswear,Clothing,Womenswear,Smith PLC,11.65,9.56,True
P00336,SKU-000336,Veniam Smart Home,Electronics,Smart Home,Fowler-Pearson,114.54,56.64,True
P00337,SKU-000337,Natus Headphones,Electronics,Headphones,Greenwood Ltd,727.64,557.25,True
P00338,SKU-000338,Nulla Skincare,Beauty,Skincare,Sims Inc,86.79,70.82,True
P00339,SKU-000339,Officiis Fragrance,Beauty,Fragrance,Pugh PLC,16.92,9.83,True
P00340,SKU-000340,Voluptas Outdoor,Sports,Outdoor,"Jones, Owen and Potter",23.78,12.84,True
P00341,SKU-000341,Quam Furniture,Home,Furniture,Singh and Sons,169.12,115.24,True
P00342,SKU-000342,In Running,Sports,Running,King Group,40.4,30.69,True
P00343,SKU-000343,Quas Smart Home,Electronics,Smart Home,Smith LLC,776.16,439.91,True
P00344,SKU-000344,Nulla Sportswear,Sports,Sportswear,"Jones, Lee and Walker",253.98,161.15,True
P00345,SKU-000345,Earum Accessories,Electronics,Accessories,Robson-Davies,245.08,121.5,True
P00346,SKU-000346,Minus Kitchen,Home,Kitchen,Ellis-Duncan,56.66,46.5,True
P00347,SKU-000347,Accusantium Haircare,Beauty,Haircare,Burgess-Simpson,51.33,23.94,True
P00348,SKU-000348,Ex Headphones,Electronics,Headphones,Stevens Inc,413.24,292.98,True
P00349,SKU-000349,Repellat Skincare,Beauty,Skincare,"Humphreys, Scott and Price",29.3,19.33,True
P00350,SKU-000350,Quis Fresh Produce,Grocery,Fresh Produce,"Smith, Gallagher and Martin",4.85,3.43,True
P00351,SKU-000351,Ex Fragrance,Beauty,Fragrance,Webb and Sons,78.19,56.38,True
P00352,SKU-000352,Unde Laptops,Electronics,Laptops,Turner-Thomas,89.29,61.44,True
P00353,SKU-000353,Ducimus Ambient Foods,Grocery,Ambient Foods,Walton LLC,3.4,1.82,True
P00354,SKU-000354,Veritatis Fragrance,Beauty,Fragrance,Johnson PLC,15.55,12.87,True
P00355,SKU-000355,Possimus Womenswear,Clothing,Womenswear,"Kirk, Baker and Stevens",5.97,3.86,True
P00356,SKU-000356,Quis Fragrance,Beauty,Fragrance,Robson-Leach,16.53,7.81,True
P00357,SKU-000357,Doloribus Womenswear,Clothing,Womenswear,Murray-Roberts,36.12,23.91,True
P00358,SKU-000358,Omnis Televisions,Electronics,Televisions,Metcalfe LLC,163.93,131.91,True
P00359,SKU-000359,Recusandae Outdoor,Sports,Outdoor,"Smith, Foster and Francis",33.0,27.88,True
P00360,SKU-000360,Recusandae Ambient Foods,Grocery,Ambient Foods,Jones LLC,4.76,2.4,True
P00361,SKU-000361,Pariatur Lighting,Home,Lighting,Dunn Group,56.78,40.71,True
P00362,SKU-000362,Qui Sportswear,Sports,Sportswear,Slater-Evans,11.63,8.32,True
P00363,SKU-000363,Quisquam Bedding,Home,Bedding,"Clarke, Jones and Wilkinson",104.3,76.57,True
P00364,SKU-000364,Harum Accessories,Electronics,Accessories,Hutchinson LLC,160.06,134.42,True
P00365,SKU-000365,Architecto Footwear,Clothing,Footwear,"Yates, Green and O'Donnell",35.17,20.64,True
P00366,SKU-000366,Quo Menswear,Clothing,Menswear,Andrews Group,34.07,27.5,True
P00367,SKU-000367,Ex Snacks,Grocery,Snacks,"Jones, Davies and Hamilton",7.66,5.59,True
P00368,SKU-000368,Corrupti Fresh Produce,Grocery,Fresh Produce,Thomas LLC,1.77,0.97,True
P00369,SKU-000369,Rerum Snacks,Grocery,Snacks,Banks-Gough,2.22,1.12,True
P00370,SKU-000370,Officiis Furniture,Home,Furniture,"Peacock, Carter and Shah",60.8,51.39,True
P00371,SKU-000371,Enim Furniture,Home,Furniture,Cook-Harris,117.99,95.37,True
P00372,SKU-000372,Sequi Fitness,Sports,Fitness,Begum Group,90.41,58.48,True
P00373,SKU-000373,Recusandae Fragrance,Beauty,Fragrance,Marshall-Taylor,15.15,9.5,True
P00374,SKU-000374,Nihil Furniture,Home,Furniture,"Howell, Booth and Ward",24.89,19.75,True
P00375,SKU-000375,Inventore Televisions,Electronics,Televisions,Hughes LLC,258.31,164.7,True
P00376,SKU-000376,Quisquam Fitness,Sports,Fitness,Saunders-Lewis,31.25,24.67,True
P00377,SKU-000377,Temporibus Menswear,Clothing,Menswear,"Weston, Payne and Henderson",18.12,8.59,True
P00378,SKU-000378,Earum Snacks,Grocery,Snacks,Hawkins-Owen,6.5,5.45,True
P00379,SKU-000379,Voluptas Fresh Produce,Grocery,Fresh Produce,"Smith, Booth and Herbert",10.14,5.67,True
P00380,SKU-000380,Impedit Drinks,Grocery,Drinks,Lee Group,2.62,1.4,True
P00381,SKU-000381,Magnam Haircare,Beauty,Haircare,"Allen, Hawkins and Bell",17.16,8.74,True
P00382,SKU-000382,Magnam Fresh Produce,Grocery,Fresh Produce,Evans-Taylor,14.38,7.91,True
P00383,SKU-000383,Ut Smart Home,Electronics,Smart Home,"Hudson, Curtis and Fraser",53.09,40.87,True
P00384,SKU-000384,Non Fragrance,Beauty,Fragrance,Cook Ltd,19.58,13.72,True
P00385,SKU-000385,Error Fitness,Sports,Fitness,"Begum, Newman and Lloyd",29.54,19.41,True
P00386,SKU-000386,Veniam Accessories,Electronics,Accessories,Pearce-Skinner,158.79,122.46,True
P00387,SKU-000387,Voluptate Fresh Produce,Grocery,Fresh Produce,Burns-Black,29.11,18.34,True
P00388,SKU-000388,Odit Bedding,Home,Bedding,"Jones, White and Martin",97.08,64.72,True
P00389,SKU-000389,Accusamus Laptops,Electronics,Laptops,Hart Inc,128.77,90.04,True
P00390,SKU-000390,Reprehenderit Smart Home,Electronics,Smart Home,Ward LLC,168.01,81.48,True
P00391,SKU-000391,Nihil Drinks,Grocery,Drinks,Rowe-Wood,1.49,0.85,True
P00392,SKU-000392,Doloribus Drinks,Grocery,Drinks,Jackson-Whittaker,3.69,2.21,True
P00393,SKU-000393,Iste Cosmetics,Beauty,Cosmetics,Miles Group,32.24,18.75,True
P00394,SKU-000394,Asperiores Accessories,Electronics,Accessories,"Ellis, Hudson and Stokes",252.9,161.53,True
P00395,SKU-000395,Cumque Lighting,Home,Lighting,Allen-Anderson,38.23,20.31,True
P00396,SKU-000396,Eum Lighting,Home,Lighting,Holmes-Bray,64.07,46.18,True
P00397,SKU-000397,Id Laptops,Electronics,Laptops,Simpson-McDonald,651.31,354.23,True
P00398,SKU-000398,Ad Laptops,Electronics,Laptops,Murphy-Taylor,35.0,17.06,True
P00399,SKU-000399,Aut Televisions,Electronics,Televisions,Carter-Murray,102.36,51.25,True
P00400,SKU-000400,Officia Fresh Produce,Grocery,Fresh Produce,Harris LLC,13.24,10.84,True
P00401,SKU-000401,Quas Menswear,Clothing,Menswear,"Stevens, Owens and Walters",27.0,16.01,True
P00402,SKU-000402,Officia Laptops,Electronics,Laptops,"Brown, Hobbs and Edwards",161.78,121.1,True
P00403,SKU-000403,Libero Menswear,Clothing,Menswear,Davies LLC,15.53,11.44,True
P00404,SKU-000404,Non Haircare,Beauty,Haircare,"Richards, Harding and O'Brien",27.58,13.61,True
P00405,SKU-000405,Aperiam Cosmetics,Beauty,Cosmetics,Jenkins Group,14.25,6.68,True
P00406,SKU-000406,Distinctio Fresh Produce,Grocery,Fresh Produce,"Harding, Burgess and Anderson",4.07,2.52,True
P00407,SKU-000407,Distinctio Lighting,Home,Lighting,Hopkins PLC,105.91,49.7,True
P00408,SKU-000408,Sit Running,Sports,Running,White-O'Brien,24.13,17.44,True
P00409,SKU-000409,Voluptatum Furniture,Home,Furniture,Fowler LLC,41.04,18.76,True
P00410,SKU-000410,Fuga Lighting,Home,Lighting,"White, Barton and Turner",81.81,59.02,True
P00411,SKU-000411,Itaque Cosmetics,Beauty,Cosmetics,Hall-Cox,59.06,37.96,True
P00412,SKU-000412,Vero Televisions,Electronics,Televisions,Singh Group,189.39,112.22,True
P00413,SKU-000413,Delectus Accessories,Clothing,Accessories,Parker Inc,38.2,17.24,True
P00414,SKU-000414,Suscipit Drinks,Grocery,Drinks,"Simpson, Rowe and Williams",2.03,1.28,True
P00415,SKU-000415,Animi Skincare,Beauty,Skincare,"Harris, Allen and Cooper",80.86,44.31,True
P00416,SKU-000416,Mollitia Haircare,Beauty,Haircare,"Evans, Hughes and Kelly",12.01,7.42,True
P00417,SKU-000417,Distinctio Lighting,Home,Lighting,Woods LLC,15.7,8.88,True
P00418,SKU-000418,Praesentium Snacks,Grocery,Snacks,Jackson-Smart,5.9,4.5,True
P00419,SKU-000419,Velit Bedding,Home,Bedding,Potter-Woods,137.94,68.04,True
P00420,SKU-000420,Eaque Bedding,Home,Bedding,"Holmes, Davies and Ross",214.3,177.87,True
P00421,SKU-000421,Eius Kitchen,Home,Kitchen,Hartley Ltd,65.54,33.36,True
P00422,SKU-000422,Neque Fragrance,Beauty,Fragrance,Hayward Ltd,32.08,20.16,True
P00423,SKU-000423,Nulla Accessories,Clothing,Accessories,Savage Group,12.94,6.8,True
P00424,SKU-000424,Nisi Accessories,Clothing,Accessories,"Lewis, Khan and Cunningham",14.45,10.29,True
P00425,SKU-000425,Sit Laptops,Electronics,Laptops,Hunter-Hart,130.76,87.07,True
P00426,SKU-000426,Culpa Smart Home,Electronics,Smart Home,Kelly-Gibbs,266.35,193.71,True
P00427,SKU-000427,Eum Laptops,Electronics,Laptops,"Smith, Bond and Short",482.77,403.65,True
P00428,SKU-000428,Quis Ambient Foods,Grocery,Ambient Foods,Miller Inc,4.39,2.37,True
P00429,SKU-000429,Consectetur Bedding,Home,Bedding,Knowles Group,236.4,157.86,True
P00430,SKU-000430,Ut Drinks,Grocery,Drinks,Peters-Cook,2.18,1.39,True
P00431,SKU-000431,Quis Drinks,Grocery,Drinks,"Gilbert, Wright and Price",6.53,4.25,True
P00432,SKU-000432,Reiciendis Accessories,Clothing,Accessories,"Walker, Rice and Bryan",18.77,13.47,True
P00433,SKU-000433,In Fitness,Sports,Fitness,"Thompson, Chapman and Powell",59.56,28.22,True
P00434,SKU-000434,Adipisci Kitchen,Home,Kitchen,Powell PLC,77.39,58.56,True
P00435,SKU-000435,Maiores Menswear,Clothing,Menswear,"Jones, Davey and Hughes",5.0,3.45,True
P00436,SKU-000436,Est Skincare,Beauty,Skincare,Parkes-Brown,19.33,12.24,True
P00437,SKU-000437,Quis Haircare,Beauty,Haircare,"O'Connor, Pickering and Butler",4.71,3.59,True
P00438,SKU-000438,Molestias Bedding,Home,Bedding,"Atkins, Ford and Andrews",272.27,199.97,True
P00439,SKU-000439,Aliquam Womenswear,Clothing,Womenswear,Ross-Taylor,64.09,52.22,True
P00440,SKU-000440,Unde Kitchen,Home,Kitchen,"Brown, Ali and Adams",66.33,54.37,True
P00441,SKU-000441,Consequatur Womenswear,Clothing,Womenswear,Taylor Inc,25.22,14.32,True
P00442,SKU-000442,Delectus Snacks,Grocery,Snacks,"Hall, Hussain and Day",28.01,12.77,True
P00443,SKU-000443,Ipsam Headphones,Electronics,Headphones,Ward-Jones,303.78,158.69,True
P00444,SKU-000444,Nostrum Lighting,Home,Lighting,Iqbal LLC,107.33,62.41,True
P00445,SKU-000445,Aliquam Fragrance,Beauty,Fragrance,Smart LLC,10.77,7.97,True
P00446,SKU-000446,Voluptate Fresh Produce,Grocery,Fresh Produce,Thomson-Bailey,8.0,4.18,True
P00447,SKU-000447,Nulla Drinks,Grocery,Drinks,Rowe-Griffin,10.0,7.38,True
P00448,SKU-000448,Sequi Ambient Foods,Grocery,Ambient Foods,Davies and Sons,3.08,2.32,True
P00449,SKU-000449,Excepturi Furniture,Home,Furniture,"Humphreys, Lane and Palmer",172.67,86.86,True
P00450,SKU-000450,Commodi Fragrance,Beauty,Fragrance,"Thomas, Duncan and Rees",34.7,26.89,True
P00451,SKU-000451,Itaque Fragrance,Beauty,Fragrance,Hudson-Reed,16.47,11.53,True
P00452,SKU-000452,Omnis Ambient Foods,Grocery,Ambient Foods,"Williams, Bailey and Francis",6.84,4.89,True
P00453,SKU-000453,Animi Haircare,Beauty,Haircare,"Booth, Gray and Miller",40.08,30.67,True
P00454,SKU-000454,Illo Accessories,Electronics,Accessories,Morris-Wheeler,322.21,187.0,True
P00455,SKU-000455,Harum Televisions,Electronics,Televisions,"Jordan, Scott and Dixon",129.56,69.22,True
P00456,SKU-000456,Nam Haircare,Beauty,Haircare,Johnson-Henderson,17.97,9.61,True
P00457,SKU-000457,Molestias Snacks,Grocery,Snacks,"Wood, Hussain and Evans",2.79,2.32,True
P00458,SKU-000458,Aliquid Fresh Produce,Grocery,Fresh Produce,"Nash, Harris and Clarke",3.12,2.07,True
P00459,SKU-000459,A Cosmetics,Beauty,Cosmetics,"Bird, Ellis and Harris",3.36,2.84,True
P00460,SKU-000460,Excepturi Womenswear,Clothing,Womenswear,Patel-Bird,36.57,17.36,True
P00461,SKU-000461,Reiciendis Bedding,Home,Bedding,Ward PLC,37.02,28.97,True
P00462,SKU-000462,Repellendus Haircare,Beauty,Haircare,Gray-Hall,31.81,23.82,True
P00463,SKU-000463,Vitae Accessories,Clothing,Accessories,Wright-Wright,11.68,7.36,True
P00464,SKU-000464,Error Headphones,Electronics,Headphones,Rowley-Curtis,117.58,57.3,True
P00465,SKU-000465,Voluptas Bedding,Home,Bedding,"Lowe, Hall and Russell",39.72,18.45,True
P00466,SKU-000466,Quia Snacks,Grocery,Snacks,James-Morris,8.97,6.72,True
P00467,SKU-000467,Laudantium Menswear,Clothing,Menswear,Buckley and Sons,11.04,7.98,True
P00468,SKU-000468,A Womenswear,Clothing,Womenswear,"Murray, Wong and Griffin",26.01,12.98,True
P00469,SKU-000469,Eaque Kitchen,Home,Kitchen,Taylor-Rose,49.65,30.74,True
P00470,SKU-000470,Reprehenderit Fitness,Sports,Fitness,Clarke-Wilson,32.36,14.71,True
P00471,SKU-000471,Modi Haircare,Beauty,Haircare,"Blake, Price and Bailey",16.07,11.53,True
P00472,SKU-000472,Nostrum Womenswear,Clothing,Womenswear,"Smith, Davies and Edwards",55.15,40.01,True
P00473,SKU-000473,Sequi Ambient Foods,Grocery,Ambient Foods,"Reynolds, Gray and Watts",5.29,2.5,True
P00474,SKU-000474,Voluptatum Laptops,Electronics,Laptops,Lewis-O'Sullivan,299.38,137.85,True
P00475,SKU-000475,Quidem Footwear,Clothing,Footwear,Poole-Hill,44.74,37.36,True
P00476,SKU-000476,Est Furniture,Home,Furniture,Jarvis-Atkinson,33.13,20.87,True
P00477,SKU-000477,Tempore Menswear,Clothing,Menswear,"Williams, French and Bailey",61.78,37.08,True
P00478,SKU-000478,Doloribus Sportswear,Sports,Sportswear,Burns LLC,8.74,5.59,True
P00479,SKU-000479,Nesciunt Womenswear,Clothing,Womenswear,"Smith, Dennis and Quinn",19.75,11.28,True
P00480,SKU-000480,Non Cosmetics,Beauty,Cosmetics,Jackson-Lee,20.83,10.88,True
P00481,SKU-000481,Eos Bedding,Home,Bedding,Sullivan Inc,20.21,9.68,True
P00482,SKU-000482,Rerum Accessories,Clothing,Accessories,Walsh Group,70.51,33.06,True
P00483,SKU-000483,Quasi Headphones,Electronics,Headphones,"Thompson, Jones and Young",247.94,154.94,True
P00484,SKU-000484,Iste Menswear,Clothing,Menswear,Bradley-Cooke,51.48,37.6,True
P00485,SKU-000485,Dignissimos Smart Home,Electronics,Smart Home,Bailey-Shah,227.21,191.79,True
P00486,SKU-000486,Commodi Haircare,Beauty,Haircare,Ball PLC,17.96,11.35,True
P00487,SKU-000487,Non Fragrance,Beauty,Fragrance,Cook-Johnson,12.16,7.13,True
P00488,SKU-000488,Veritatis Footwear,Clothing,Footwear,Murphy-Jarvis,34.18,17.75,True
P00489,SKU-000489,Sit Ambient Foods,Grocery,Ambient Foods,"Hyde, Griffiths and Benson",1.23,0.93,True
P00490,SKU-000490,Illo Accessories,Electronics,Accessories,Nash-Rowe,166.29,138.06,True
P00491,SKU-000491,Doloribus Laptops,Electronics,Laptops,George-Cooper,237.03,174.38,True
P00492,SKU-000492,Doloribus Running,Sports,Running,"Ferguson, Heath and Butler",29.8,24.21,True
P00493,SKU-000493,Architecto Furniture,Home,Furniture,"Cooper, Chapman and Lawson",59.68,27.88,True
P00494,SKU-000494,Beatae Haircare,Beauty,Haircare,"John, O'Brien and Singh",39.61,23.94,True
P00495,SKU-000495,Veritatis Menswear,Clothing,Menswear,Lewis-Booth,58.75,34.55,True
P00496,SKU-000496,Cumque Kitchen,Home,Kitchen,Mitchell Inc,117.71,63.67,True
P00497,SKU-000497,Impedit Running,Sports,Running,Payne PLC,101.53,55.82,True
P00498,SKU-000498,Laborum Sportswear,Sports,Sportswear,Harris-Hartley,310.26,197.77,True
P00499,SKU-000499,Dolores Headphones,Electronics,Headphones,McLean-Barber,86.58,42.9,True
P00500,SKU-000500,Impedit Lighting,Home,Lighting,Hicks Group,31.98,22.84,True
